#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
2307000      2.78e-01    1.29e-01      9.15e-04    2.61e-04      7.20e-02    8.18e-02      7.36e-03    7.45e-03    6.7e-11
2308000      1.51e-01    1.50e-01      3.66e-04    4.04e-04      8.11e-02    8.43e-02      8.15e-03    5.31e-03    6.7e-11
2309000      7.88e-02    1.38e-01      6.60e-05    3.52e-04      6.85e-02    7.96e-02      3.80e-03    5.88e-03    6.7e-11
2310000      1.13e-01    1.58e-01      1.62e-04    2.40e-04      7.29e-02    7.37e-02      8.05e-03    1.36e-02    6.4e-11
2311000      1.06e-01    1.13e-01      9.75e-05    2.53e-04      7.58e-02    7.74e-02      7.65e-03    4.59e-03    6.4e-11
2312000      3.55e-01    1.10e-01      1.12e-03    7.58e-05      6.98e-02    7.79e-02      1.52e-02    8.31e-03    6.4e-11
2313000      8.82e-02    1.02e-01      8.45e-05    1.64e-04      6.88e-02    8.02e-02      5.52e-03    4.71e-03    6.4e-11
2314000      2.42e-01    2.33e-01      7.81e-04    7.27e-04      8.17e-02    7.72e-02      5.33e-03    8.18e-03    6.4e-11
2315000      1.46e-01    1.16e-01      3.04e-04    1.90e-04      6.86e-02    7.61e-02      1.05e-02    7.68e-03    6.2e-11
2316000      1.33e-01    1.26e-01      2.84e-04    3.11e-04      7.55e-02    8.12e-02      8.17e-03    4.09e-03    6.2e-11
2317000      1.36e-01    1.20e-01      2.45e-04    2.67e-04      8.04e-02    8.04e-02      9.42e-03    5.29e-03    6.2e-11
2318000      9.47e-02    1.09e-01      1.36e-04    4.16e-05      7.82e-02    7.88e-02      4.11e-03    8.28e-03    6.2e-11
2319000      9.79e-02    1.09e-01      2.30e-05    2.16e-06      6.82e-02    7.58e-02      7.77e-03    8.75e-03    6.2e-11
2320000      1.12e-01    1.76e-01      1.76e-04    5.24e-04      8.02e-02    7.95e-02      6.62e-03    5.59e-03    6.0e-11
2321000      1.33e-01    1.17e-01      2.49e-04    2.10e-04      7.78e-02    7.50e-02      9.08e-03    7.50e-03    6.0e-11
2322000      8.92e-02    1.78e-01      4.46e-06    5.02e-04      7.07e-02    8.42e-02      6.04e-03    7.19e-03    6.0e-11
2323000      2.92e-01    8.71e-02      9.50e-04    7.24e-05      7.86e-02    7.32e-02      8.53e-03    4.73e-03    6.0e-11
2324000      9.65e-02    1.18e-01      4.91e-05    1.61e-04      7.22e-02    7.74e-02      6.95e-03    8.57e-03    6.0e-11
2325000      1.48e-01    1.00e-01      3.46e-04    3.70e-05      7.27e-02    8.34e-02      9.28e-03    6.03e-03    5.8e-11
2326000      9.44e-02    1.04e-01      8.37e-05    2.07e-04      7.98e-02    7.69e-02      4.93e-03    4.12e-03    5.8e-11
2327000      3.45e-01    9.74e-02      1.10e-03    1.53e-04      7.33e-02    7.47e-02      1.42e-02    4.98e-03    5.8e-11
2328000      1.08e-01    1.18e-01      2.10e-04    1.61e-04      8.40e-02    7.50e-02      3.43e-03    8.82e-03    5.8e-11
2329000      1.10e-01    1.41e-01      1.96e-04    4.07e-04      7.84e-02    6.46e-02      6.00e-03    5.51e-03    5.8e-11
2330000      9.12e-02    1.11e-01      1.36e-05    1.25e-04      8.40e-02    8.23e-02      3.92e-03    7.34e-03    5.6e-11
2331000      9.98e-02    1.05e-01      8.29e-05    6.88e-05      6.87e-02    6.95e-02      7.61e-03    8.49e-03    5.6e-11
2332000      1.03e-01    8.98e-02      3.35e-05    5.27e-05      8.01e-02    6.83e-02      7.11e-03    6.26e-03    5.6e-11
2333000      1.10e-01    1.04e-01      8.48e-05    7.67e-05      7.25e-02    7.05e-02      8.83e-03    8.14e-03    5.6e-11
2334000      1.23e-01    9.68e-02      2.54e-04    1.98e-06      7.56e-02    8.03e-02      7.18e-03    6.01e-03    5.6e-11
2335000      8.48e-02    1.58e-01      1.36e-04    4.15e-04      6.47e-02    7.37e-02      4.32e-03    8.34e-03    5.4e-11
2336000      1.28e-01    9.37e-02      3.46e-04    6.90e-05      6.73e-02    7.56e-02      5.16e-03    5.75e-03    5.4e-11
2337000      1.27e-01    1.93e-01      2.73e-04    5.77e-04      8.52e-02    7.67e-02      5.85e-03    7.42e-03    5.4e-11
2338000      1.30e-01    9.59e-02      2.60e-04    1.39e-04      8.30e-02    7.64e-02      7.56e-03    4.72e-03    5.4e-11
2339000      2.01e-01    1.71e-01      6.31e-04    5.00e-04      7.56e-02    8.28e-02      5.25e-03    5.36e-03    5.4e-11
2340000      1.25e-01    8.24e-02      1.46e-04    1.21e-05      8.29e-02    7.68e-02      9.38e-03    3.28e-03    5.2e-11
2341000      9.07e-02    9.59e-02      6.06e-05    5.96e-05      7.01e-02    7.69e-02      6.09e-03    6.08e-03    5.2e-11
2342000      9.45e-02    8.78e-02      8.94e-05    3.00e-05      6.27e-02    7.56e-02      7.32e-03    4.86e-03    5.2e-11
2343000      1.39e-01    8.55e-02      9.25e-05    1.17e-05      8.66e-02    7.43e-02      1.18e-02    4.70e-03    5.2e-11
2344000      9.12e-02    1.08e-01      1.54e-04    7.50e-05      6.03e-02    7.91e-02      5.85e-03    7.83e-03    5.2e-11
2345000      1.11e-01    8.72e-02      2.15e-04    8.76e-05      6.72e-02    7.85e-02      7.12e-03    3.19e-03    5.0e-11
2346000      1.13e-01    9.36e-02      1.18e-04    4.17e-05      7.43e-02    7.57e-02      8.67e-03    5.98e-03    5.0e-11
2347000      1.63e-01    1.98e-01      4.86e-04    5.29e-04      6.76e-02    8.01e-02      5.82e-03    1.11e-02    5.0e-11
2348000      1.23e-01    9.17e-02      2.56e-04    6.20e-06      8.21e-02    7.40e-02      6.03e-03    6.01e-03    5.0e-11
2349000      1.06e-01    9.51e-02      2.21e-04    1.16e-04      7.65e-02    7.22e-02      4.06e-03    5.80e-03    5.0e-11
2350000      1.05e-01    1.09e-01      1.09e-05    4.52e-05      7.46e-02    7.96e-02      8.25e-03    8.09e-03    4.8e-11
2351000      1.09e-01    1.13e-01      2.46e-04    1.88e-04      6.32e-02    7.56e-02      6.04e-03    7.23e-03    4.8e-11
2352000      9.66e-02    1.10e-01      1.17e-04    1.21e-04      8.14e-02    8.30e-02      4.46e-03    6.98e-03    4.8e-11
2353000      1.40e-01    1.08e-01      3.46e-05    1.53e-04      7.89e-02    7.90e-02      1.28e-02    6.69e-03    4.8e-11
2354000      3.03e-01    9.16e-02      9.62e-04    5.09e-05      6.52e-02    6.72e-02      1.25e-02    6.73e-03    4.8e-11
2355000      1.62e-01    1.35e-01      4.08e-04    3.14e-04      7.99e-02    7.84e-02      8.92e-03    7.10e-03    4.6e-11
2356000      1.48e-01    1.72e-01      3.43e-04    4.82e-04      7.47e-02    7.47e-02      9.13e-03    7.90e-03    4.6e-11
2357000      1.15e-01    1.37e-01      2.79e-05    3.91e-04      7.51e-02    6.45e-02      9.58e-03    5.33e-03    4.6e-11
2358000      1.52e-01    1.33e-01      4.45e-04    3.01e-04      7.04e-02    8.00e-02      5.15e-03    7.03e-03    4.6e-11
2359000      1.02e-01    1.34e-01      1.18e-04    3.74e-04      8.20e-02    6.88e-02      5.51e-03    4.92e-03    4.6e-11
2360000      8.80e-02    2.21e-01      1.40e-04    6.44e-04      6.52e-02    7.57e-02      4.85e-03    1.08e-02    4.5e-11
2361000      1.01e-01    1.19e-01      6.34e-05    2.65e-04      7.76e-02    7.84e-02      6.84e-03    5.37e-03    4.5e-11
2362000      1.25e-01    9.77e-02      2.06e-04    2.53e-05      7.33e-02    8.05e-02      9.24e-03    6.09e-03    4.5e-11
2363000      9.77e-02    1.58e-01      1.60e-04    4.54e-04      7.53e-02    7.83e-02      4.72e-03    5.17e-03    4.5e-11
2364000      9.41e-02    1.21e-01      8.29e-05    1.71e-04      8.33e-02    8.17e-02      4.08e-03    8.24e-03    4.5e-11
2365000      9.95e-02    1.43e-01      1.43e-04    3.24e-04      7.31e-02    7.13e-02      5.98e-03    9.21e-03    4.3e-11
2366000      1.14e-01    9.09e-02      2.73e-04    2.97e-05      7.73e-02    7.65e-02      3.63e-03    5.37e-03    4.3e-11
2367000      1.91e-01    9.93e-02      4.82e-04    1.39e-04      6.62e-02    8.05e-02      1.28e-02    4.73e-03    4.3e-11
2368000      9.57e-02    1.25e-01      9.79e-05    1.41e-04      7.44e-02    7.78e-02      5.91e-03    9.84e-03    4.3e-11
2369000      1.12e-01    9.44e-02      1.28e-04    1.25e-04      8.00e-02    7.52e-02      7.75e-03    4.96e-03    4.3e-11
2370000      9.60e-02    1.42e-01      1.80e-04    3.86e-04      7.59e-02    7.24e-02      3.22e-03    6.04e-03    4.2e-11
2371000      1.35e-01    9.15e-02      3.17e-04    2.16e-05      7.33e-02    7.43e-02      7.61e-03    5.90e-03    4.2e-11
2372000      9.54e-02    8.49e-02      3.84e-05    1.47e-05      8.43e-02    7.19e-02      4.79e-03    5.01e-03    4.2e-11
2373000      1.48e-01    1.22e-01      4.19e-04    2.85e-04      7.35e-02    7.17e-02      5.31e-03    6.22e-03    4.2e-11
2374000      1.58e-01    1.31e-01      4.72e-04    3.39e-04      7.61e-02    7.85e-02      3.54e-03    4.48e-03    4.2e-11
2375000      2.28e-01    9.94e-02      7.17e-04    4.31e-05      7.00e-02    7.19e-02      8.19e-03    7.50e-03    4.0e-11
2376000      9.73e-02    2.74e-01      3.34e-05    8.74e-04      8.36e-02    7.25e-02      5.44e-03    9.79e-03    4.0e-11
2377000      8.74e-02    9.99e-02      6.91e-05    8.70e-05      7.41e-02    8.00e-02      4.66e-03    6.05e-03    4.0e-11
2378000      1.28e-01    9.48e-02      2.72e-04    2.90e-06      7.15e-02    6.62e-02      7.96e-03    7.54e-03    4.0e-11
2379000      1.15e-01    1.38e-01      1.91e-04    2.00e-04      6.95e-02    7.19e-02      8.19e-03    1.14e-02    4.0e-11
2380000      1.78e-01    1.29e-01      4.99e-04    1.45e-04      9.37e-02    7.46e-02      5.88e-03    1.08e-02    3.9e-11
2381000      1.18e-01    1.35e-01      2.49e-04    3.27e-04      8.07e-02    8.03e-02      5.34e-03    6.12e-03    3.9e-11
2382000      1.41e-01    1.14e-01      4.00e-04    1.52e-04      6.55e-02    7.06e-02      5.74e-03    8.77e-03    3.9e-11
2383000      1.93e-01    1.63e-01      5.12e-04    3.90e-04      7.80e-02    8.03e-02      1.11e-02    9.92e-03    3.9e-11
2384000      1.41e-01    9.28e-02      3.30e-04    1.02e-05      7.69e-02    7.54e-02      8.07e-03    6.00e-03    3.9e-11
2385000      8.76e-02    9.39e-02      1.08e-04    6.14e-05      6.67e-02    7.64e-02      5.30e-03    5.74e-03    3.7e-11
2386000      1.05e-01    1.59e-01      7.33e-05    4.73e-04      8.06e-02    7.70e-02      7.02e-03    4.12e-03    3.7e-11
2387000      9.44e-02    1.67e-01      3.12e-05    4.96e-04      7.58e-02    7.91e-02      6.18e-03    4.46e-03    3.7e-11
2388000      1.61e-01    1.15e-01      4.74e-04    1.45e-04      7.81e-02    6.99e-02      4.61e-03    9.09e-03    3.7e-11
2389000      1.40e-01    1.57e-01      3.84e-04    3.91e-04      6.82e-02    8.05e-02      6.12e-03    8.41e-03    3.7e-11
2390000      1.22e-01    9.71e-02      1.54e-04    5.55e-05      7.90e-02    8.28e-02      9.08e-03    5.36e-03    3.6e-11
2391000      9.11e-02    1.88e-01      7.87e-05    5.12e-04      6.91e-02    7.69e-02      6.10e-03    9.98e-03    3.6e-11
2392000      2.30e-01    1.61e-01      7.11e-04    4.72e-04      8.17e-02    7.46e-02      7.89e-03    5.45e-03    3.6e-11
2393000      8.47e-02    1.08e-01      6.19e-05    1.54e-04      7.53e-02    8.42e-02      3.85e-03    5.76e-03    3.6e-11
2394000      1.61e-01    1.17e-01      4.35e-04    9.70e-05      7.26e-02    8.21e-02      8.13e-03    8.81e-03    3.6e-11
2395000      1.24e-01    8.71e-02      2.75e-04    6.64e-05      7.41e-02    7.32e-02      6.74e-03    4.80e-03    3.5e-11
2396000      9.74e-02    2.05e-01      1.23e-04    6.37e-04      7.82e-02    7.91e-02      5.16e-03    6.05e-03    3.5e-11
2397000      1.12e-01    9.93e-02      2.33e-04    3.95e-05      7.10e-02    6.74e-02      6.27e-03    8.00e-03    3.5e-11
2398000      1.53e-01    1.09e-01      3.11e-04    2.71e-04      8.31e-02    6.99e-02      1.04e-02    3.45e-03    3.5e-11
2399000      1.24e-01    1.38e-01      1.30e-04    1.57e-04      7.91e-02    7.74e-02      9.71e-03    1.18e-02    3.5e-11
2400000      1.42e-01    1.38e-01      1.63e-04    3.68e-04      8.44e-02    7.55e-02      1.16e-02    5.51e-03    3.4e-11
2401000      1.03e-01    8.96e-02      1.56e-04    1.46e-04      6.91e-02    6.70e-02      6.88e-03    4.73e-03    3.4e-11
2402000      1.59e-01    1.11e-01      2.39e-04    2.85e-04      8.10e-02    6.63e-02      1.32e-02    4.22e-03    3.4e-11
2403000      1.12e-01    1.05e-01      2.28e-04    5.27e-05      7.78e-02    7.99e-02      5.26e-03    7.36e-03    3.4e-11
2404000      1.98e-01    1.06e-01      6.00e-04    3.75e-05      8.28e-02    8.24e-02      6.39e-03    7.24e-03    3.4e-11
2405000      1.07e-01    1.21e-01      1.59e-04    1.81e-04      7.33e-02    7.64e-02      6.98e-03    8.77e-03    3.2e-11
2406000      8.78e-02    1.18e-01      8.67e-05    1.65e-04      6.97e-02    8.73e-02      5.25e-03    7.09e-03    3.2e-11
2407000      1.01e-01    1.22e-01      1.13e-04    2.11e-04      8.45e-02    8.13e-02      4.99e-03    7.52e-03    3.2e-11
2408000      1.05e-01    1.59e-01      1.45e-04    4.27e-04      8.30e-02    6.98e-02      5.42e-03    8.35e-03    3.2e-11
2409000      1.11e-01    1.07e-01      2.02e-04    9.38e-05      7.88e-02    8.24e-02      5.87e-03    6.90e-03    3.2e-11
2410000      1.34e-01    9.59e-02      3.36e-04    5.91e-05      7.07e-02    8.11e-02      6.81e-03    5.37e-03    3.1e-11
2411000      2.65e-01    1.67e-01      8.74e-04    4.33e-04      6.98e-02    7.00e-02      6.67e-03    9.93e-03    3.1e-11
2412000      1.02e-01    7.95e-02      8.26e-05    5.97e-05      8.66e-02    7.50e-02      5.31e-03    2.22e-03    3.1e-11
2413000      1.01e-01    1.13e-01      8.29e-05    1.73e-05      7.90e-02    7.31e-02      6.51e-03    9.50e-03    3.1e-11
2414000      1.06e-01    1.28e-01      6.70e-05    3.22e-04      6.96e-02    7.51e-02      8.67e-03    5.36e-03    3.1e-11
2415000      9.10e-02    1.14e-01      5.23e-05    4.78e-05      6.96e-02    7.00e-02      6.30e-03    9.93e-03    3.0e-11
2416000      1.39e-01    9.28e-02      3.82e-04    1.13e-04      7.59e-02    8.01e-02      4.59e-03    3.79e-03    3.0e-11
2417000      1.46e-01    1.04e-01      2.89e-04    4.87e-05      9.25e-02    6.68e-02      8.65e-03    8.73e-03    3.0e-11
2418000      1.03e-01    1.19e-01      2.73e-05    1.90e-04      8.46e-02    8.35e-02      6.54e-03    7.29e-03    3.0e-11
2419000      1.62e-01    9.02e-02      4.20e-04    2.24e-05      7.74e-02    8.17e-02      8.64e-03    4.19e-03    3.0e-11
2420000      1.04e-01    1.03e-01      2.45e-05    5.19e-05      7.53e-02    7.73e-02      7.96e-03    7.46e-03    2.9e-11
2421000      7.55e-02    9.92e-02      3.18e-05    9.92e-05      7.08e-02    8.10e-02      2.73e-03    5.54e-03    2.9e-11
2422000      1.42e-01    1.22e-01      6.04e-05    3.18e-04      8.85e-02    6.83e-02      1.23e-02    5.12e-03    2.9e-11
2423000      1.43e-01    1.15e-01      5.35e-05    2.36e-04      7.36e-02    8.13e-02      1.35e-02    5.00e-03    2.9e-11
2424000      2.52e-01    1.41e-01      7.95e-04    3.72e-04      7.25e-02    6.75e-02      9.38e-03    7.19e-03    2.9e-11
2425000      1.14e-01    1.08e-01      1.62e-04    2.01e-04      7.83e-02    8.04e-02      7.59e-03    4.92e-03    2.8e-11
2426000      1.09e-01    1.03e-01      2.65e-06    6.19e-05      6.98e-02    7.85e-02      9.23e-03    7.11e-03    2.8e-11
2427000      1.78e-01    1.35e-01      5.04e-04    3.01e-04      6.96e-02    7.43e-02      8.79e-03    8.07e-03    2.8e-11
2428000      8.92e-02    1.28e-01      8.35e-05    3.14e-04      7.46e-02    7.64e-02      4.74e-03    5.57e-03    2.8e-11
2429000      8.75e-02    1.30e-01      4.10e-05    2.58e-04      7.39e-02    8.20e-02      5.04e-03    7.63e-03    2.8e-11
2430000      1.05e-01    8.37e-02      9.84e-05    2.37e-05      8.30e-02    6.91e-02      6.51e-03    5.21e-03    2.7e-11
2431000      1.07e-01    1.32e-01      1.96e-04    1.69e-04      7.61e-02    7.66e-02      5.61e-03    1.07e-02    2.7e-11
2432000      1.99e-01    1.08e-01      5.79e-04    7.22e-05      7.26e-02    8.28e-02      9.39e-03    7.31e-03    2.7e-11
2433000      1.16e-01    1.64e-01      2.17e-04    4.27e-04      7.68e-02    7.37e-02      6.82e-03    9.05e-03    2.7e-11
2434000      1.12e-01    8.80e-02      1.60e-04    1.09e-04      8.15e-02    7.17e-02      6.81e-03    4.50e-03    2.7e-11
2435000      1.40e-01    1.04e-01      2.79e-04    2.16e-04      7.45e-02    7.72e-02      9.74e-03    3.59e-03    2.6e-11
2436000      1.23e-01    1.48e-01      7.78e-05    2.57e-04      9.19e-02    7.56e-02      8.77e-03    1.16e-02    2.6e-11
2437000      1.04e-01    2.16e-01      1.42e-04    6.85e-04      6.59e-02    7.68e-02      7.71e-03    5.98e-03    2.6e-11
2438000      9.86e-02    1.14e-01      6.06e-05    6.89e-05      7.04e-02    7.24e-02      7.43e-03    9.61e-03    2.6e-11
2439000      1.39e-01    2.08e-01      3.46e-05    5.76e-04      7.68e-02    8.40e-02      1.28e-02    1.07e-02    2.6e-11
2440000      1.31e-01    1.20e-01      2.42e-04    2.75e-04      7.91e-02    7.76e-02      8.75e-03    5.17e-03    2.5e-11
2441000      1.93e-01    1.73e-01      5.99e-04    5.19e-04      7.83e-02    6.89e-02      4.86e-03    6.34e-03    2.5e-11
2442000      1.18e-01    8.10e-02      2.81e-04    8.37e-05      6.80e-02    7.07e-02      6.07e-03    3.49e-03    2.5e-11
2443000      1.65e-01    7.84e-02      4.29e-04    2.49e-06      7.13e-02    6.35e-02      9.40e-03    5.10e-03    2.5e-11
2444000      1.10e-01    1.14e-01      1.59e-04    8.79e-05      8.08e-02    7.66e-02      6.55e-03    9.00e-03    2.5e-11
2445000      1.67e-01    1.46e-01      4.87e-04    4.39e-04      7.59e-02    7.14e-02      6.14e-03    2.82e-03    2.4e-11
2446000      1.49e-01    1.55e-01      3.39e-04    4.21e-04      7.93e-02    7.84e-02      9.08e-03    6.66e-03    2.4e-11
2447000      1.04e-01    1.31e-01      1.46e-04    2.75e-04      8.30e-02    6.68e-02      5.28e-03    8.96e-03    2.4e-11
2448000      2.17e-01    1.06e-01      5.90e-04    1.85e-05      8.11e-02    7.84e-02      1.24e-02    7.84e-03    2.4e-11
2449000      1.04e-01    1.50e-01      1.41e-04    3.52e-04      7.09e-02    7.79e-02      7.21e-03    8.81e-03    2.4e-11
2450000      1.05e-01    1.02e-01      7.12e-05    2.82e-05      7.95e-02    7.26e-02      7.29e-03    7.88e-03    2.4e-11
2451000      1.58e-01    1.40e-01      4.73e-04    3.88e-04      6.75e-02    6.91e-02      5.37e-03    5.75e-03    2.4e-11
2452000      1.19e-01    1.61e-01      7.16e-05    4.09e-04      7.51e-02    7.21e-02      1.00e-02    9.49e-03    2.4e-11
2453000      1.34e-01    9.27e-02      3.62e-04    1.67e-04      6.71e-02    6.46e-02      5.78e-03    5.16e-03    2.4e-11
2454000      1.98e-01    2.14e-01      5.47e-04    6.79e-04      8.03e-02    6.85e-02      1.03e-02    6.91e-03    2.4e-11
2455000      2.97e-01    1.17e-01      9.57e-04    1.92e-04      7.59e-02    7.73e-02      1.01e-02    7.59e-03    2.3e-11
2456000      8.18e-02    1.72e-01      7.91e-05    4.36e-04      6.60e-02    7.00e-02      4.75e-03    1.07e-02    2.3e-11
2457000      1.20e-01    1.20e-01      2.30e-04    2.70e-04      8.35e-02    7.39e-02      6.12e-03    6.23e-03    2.3e-11
2458000      1.20e-01    1.02e-01      2.29e-04    6.95e-05      8.19e-02    7.17e-02      6.57e-03    7.73e-03    2.3e-11
2459000      9.30e-02    8.95e-02      7.17e-05    8.91e-05      7.28e-02    7.39e-02      6.02e-03    4.86e-03    2.3e-11
2460000      9.06e-02    1.70e-01      5.70e-05    4.88e-04      7.03e-02    7.75e-02      6.10e-03    6.65e-03    2.2e-11
2461000      9.47e-02    8.96e-02      4.76e-05    1.20e-04      6.88e-02    7.17e-02      7.08e-03    4.62e-03    2.2e-11
2462000      1.75e-01    1.52e-01      5.15e-04    4.37e-04      7.97e-02    7.46e-02      6.04e-03    5.12e-03    2.2e-11
2463000      1.32e-01    8.25e-02      1.20e-04    1.39e-05      8.08e-02    6.43e-02      1.10e-02    5.72e-03    2.2e-11
2464000      1.19e-01    1.36e-01      2.92e-06    1.53e-04      8.20e-02    8.42e-02      9.50e-03    1.08e-02    2.2e-11
2465000      1.24e-01    1.01e-01      1.85e-04    2.09e-04      7.80e-02    6.76e-02      8.92e-03    5.04e-03    2.1e-11
